id	feature_ID	metabolite_refmet	CURRENT_REFMET_NAME	refmet_name	metabolite_name	lipid_class	chain_length	double_bond	sn_position	super_class	main_class	sub_class	Final_Class_Edited	formula	exactmass	pubchem_cid	kegg_id	inchi_key	lm_id	hmdb_id	chebi_id	is_review	NEW_CLASSES	Proposed.Classification	Added.By	Final_Class	CUSTOM_CLASS	Source	X	dataset
Ketoglutarate	259	Ketoglutarate	Oxoglutaric acid	Oxoglutaric acid	Oxoglutaric acid	oxoglutarate	NA	NA	NA	NA	Organic acids	TCA acids	TCA acids	Energy	C5H6O5	146.0215	51	C00026	KPGXRSRHYNQIFN-UHFFFAOYSA-N		HMDB0000208	30915	0	Organic Acids	Energy	ES	Energy	Organic Acids		NA	metab-t-tca
3-(1-pyrazolyl)-alanine_feature1	260	3-(1-pyrazolyl)-alanine_feature1	3-(1-pyrazolyl)-alanine	3-(1-Pyrazolyl)-alanine	3-(1-pyrazolyl)-alanine	3-(1-pyrazolyl)-alanine_feature1	NA	NA	NA	NA	Organic acids	Amino acids and peptides	Amino acids	Amino acids, Amino acid like and derivatives	C6H9N3O2	155.0695	119630		PIGOPELHGLPKLL-UHFFFAOYSA-N		HMDB0034267	NA	0	Amino Acids	Amino acids, Amino acid like and derivatives	NB	Amino acids, Amino acid like and derivatives	Amino Acids		NA	metab-u-lrppos
Car(16:1)_feature1	261	Car(16:1)_feature1	CAR(16:1)_lp_a	CAR 16:1	CAR(16:1)_lp_a	Car(16:1)_feature1	Car	16	1	NA	Fatty Acyls	Fatty esters	Acyl carnitines	Lipids and Lipid related compounds	C23H43NO4	397.3192	NA					NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
Car(18:1)_feature1	262	Car(18:1)_feature1	CAR(18:1)_lp_a	CAR 18:1	CAR(18:1)_lp_a	Car(18:1)_feature1	Car	18	1	NA	Fatty Acyls	Fatty esters	Acyl carnitines	Lipids and Lipid related compounds	C25H47NO4	425.3505	NA					NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
Car(18:2)_feature1	263	Car(18:2)_feature1	CAR(18:2)_lp_a	CAR 18:2	CAR(18:2)_lp_a	Car(18:2)_feature1	Car	18	2	NA	Fatty Acyls	Fatty esters	Acyl carnitines	Lipids and Lipid related compounds	C25H45NO4	423.3349	NA					NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
Cer(d34:0)>Cer(d18:0/16:0)_feature1	264	Cer(d34:0)>Cer(d18:0/16:0)_feature1	Cer(d18:0/16:0)	Cer 18:0;O2/16:0	Cer(d18:0/16:0)	Cer(d34:0)>Cer(d18:0/16:0)_feature1	Cer	34	0	Cer 18:0;O2/16:0	Sphingolipids	Ceramides	DHCer	Lipids and Lipid related compounds	C34H69NO3	539.5277	5283572	C12126	GCGTXOVNNFGTPQ-JHOUSYSJSA-N	LMSP02020001	HMDB0011760	67042	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
Cer(d36:1)>Cer(d18:1/18:0)_M-H2O_feature1	265	Cer(d36:1)>Cer(d18:1/18:0)_M-H2O_feature1	Cer(d18:1/18:0)_lp_a	Cer 18:1;O2/18:0	Cer(d18:1/18:0)_lp_a	Cer(d36:1)>Cer(d18:1/18:0)_M-H2O_feature1	Cer	36	1	Cer 18:1;O2/18:0	Sphingolipids	Ceramides	Cer	Lipids and Lipid related compounds	C36H71NO3	565.5434	5283565	C00195	VODZWWMEJITOND-NXCSZAMKSA-N	LMSP02010006	HMDB0004950	72961	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
Cer(d36:2)>Cer(d18:2/18:0)_feature1	266	Cer(d36:2)>Cer(d18:2/18:0)_feature1	Cer(d18:2/18:0)	Cer 18:2;O2/18:0	Cer(d18:2/18:0)	Cer(d36:2)>Cer(d18:2/18:0)_feature1	Cer	36	2	Cer 18:2;O2/18:0	Sphingolipids	Ceramides	Cer	Lipids and Lipid related compounds	C36H69NO3	563.5277	NA	C00195				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
Cer(d40:1)>Cer(d18:1/22:0)_feature2	267	Cer(d40:1)>Cer(d18:1/22:0)_feature2	Cer(d18:1/22:0)_lp_b	Cer 18:1;O2/22:0	Cer(d18:1/22:0)_lp_b	Cer(d40:1)>Cer(d18:1/22:0)_feature2	Cer	40	1	Cer 18:1;O2/22:0	Sphingolipids	Ceramides	Cer	Lipids and Lipid related compounds	C40H79NO3	621.606	5283567	C00195	KEPQASGDXIEOIL-GLQCRSEXSA-N	LMSP02010008	HMDB0004952	72966	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
Cer(d40:2)>Cer(d18:2/22:0)_feature2	268	Cer(d40:2)>Cer(d18:2/22:0)_feature2	Cer(d18:2/22:0)_lp_b	Cer 18:2;O2/22:0	Cer(d18:2/22:0)_lp_b	Cer(d40:2)>Cer(d18:2/22:0)_feature2	Cer	40	2	Cer 18:2;O2/22:0	Sphingolipids	Ceramides	Cer	Lipids and Lipid related compounds	C40H77NO3	619.5903	52931123	C00195	HILTUFAERVOALR-MQXYEJFFSA-N	LMSP02010029		134550	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
Cer(d41:1)>Cer(d18:1/23:0)_feature1	269	Cer(d41:1)>Cer(d18:1/23:0)_feature1	Cer(d18:1/23:0)	Cer 18:1;O2/23:0	Cer(d18:1/23:0)	Cer(d41:1)>Cer(d18:1/23:0)_feature1	Cer	41	1	Cer 18:1;O2/23:0	Sphingolipids	Ceramides	Cer	Lipids and Lipid related compounds	C41H81NO3	635.6216	52931115	C00195	NAJHAHQNQCNWOP-PUYNVXOJSA-N	LMSP02010021	HMDB0000950	84372	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
Cer(d41:2)>Cer(d18:2/23:0)_feature2	270	Cer(d41:2)>Cer(d18:2/23:0)_feature2	Cer(d18:2/23:0)_lp_b	Cer 18:2;O2/23:0	Cer(d18:2/23:0)_lp_b	Cer(d41:2)>Cer(d18:2/23:0)_feature2	Cer	41	2	Cer 18:2;O2/23:0	Sphingolipids	Ceramides	Cer	Lipids and Lipid related compounds	C41H79NO3	633.606	52931124	C00195	ZMECGTOWDUDJOX-YOFLLLADSA-N	LMSP02010030		134552	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
Cer(d42:1)>Cer(d18:1/24:0)_feature3	271	Cer(d42:1)>Cer(d18:1/24:0)_feature3	Cer(d18:1/24:0)_lp_c	Cer 18:1;O2/24:0	Cer(d18:1/24:0)_lp_c	Cer(d42:1)>Cer(d18:1/24:0)_feature3	Cer	42	1	Cer 18:1;O2/24:0	Sphingolipids	Ceramides	Cer	Lipids and Lipid related compounds	C42H83NO3	649.6373	5283571	C00195	ZJVVOYPTFQEGPH-AUTSUKAISA-N	LMSP02010012	HMDB0004956	72965	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
Cer(d42:2)>Cer(d18:1/24:1)_feature3	272	Cer(d42:2)>Cer(d18:1/24:1)_feature3	Cer(d18:1/24:1)_lp_c	Cer 18:1;O2/24:1	Cer(d18:1/24:1)_lp_c	Cer(d42:2)>Cer(d18:1/24:1)_feature3	Cer	42	2	Cer 18:1;O2/24:1	Sphingolipids	Ceramides	Cer	Lipids and Lipid related compounds	C42H81NO3	647.6216	5283568	C00195	VJSBNBBOSZJDKB-KPEYJIHVSA-N	LMSP02010009	HMDB0004953	74450	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
Cer(d42:2)>Cer(d18:2/24:0)_feature4	273	Cer(d42:2)>Cer(d18:2/24:0)_feature4	Cer(d18:2/24:0)_lp_d	Cer 18:2;O2/24:0	Cer(d18:2/24:0)_lp_d	Cer(d42:2)>Cer(d18:2/24:0)_feature4	Cer	42	2	Cer 18:2;O2/24:0	Sphingolipids	Ceramides	Cer	Lipids and Lipid related compounds	C42H81NO3	647.6216	NA	C00195				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
Cer(d42:3)_feature2	274	Cer(d42:3)_feature2	Cer(d42:3)_lp_b	Cer 42:3;O2	Cer(d42:3)_lp_b	Cer(d42:3)_feature2	Cer	42	3	NA	Sphingolipids	Ceramides	Cer	Lipids and Lipid related compounds	C42H79NO3	645.606	NA	C00195				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
Cer(d43:1)>Cer(d18:1/25:0)_feature1and2	275	Cer(d43:1)>Cer(d18:1/25:0)_feature1and2	Cer(d18:1/25:0)_lp_ab	Cer 18:1;O2/25:0	Cer(d18:1/25:0)_lp_ab	Cer(d43:1)>Cer(d18:1/25:0)_feature1and2	Cer	43	1	Cer 18:1;O2/25:0	Sphingolipids	Ceramides	Cer	Lipids and Lipid related compounds	C43H85NO3	663.6529	9547202	C00195	QHPYSHVSWAOLHS-PVNBSDFKSA-N	LMSP02010013	HMDB0004957	134548	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
Cer(d44:2)>Cer(d18:1/26:1)_feature2	276	Cer(d44:2)>Cer(d18:1/26:1)_feature2	Cer(d18:1/26:1)_lp_b	Cer 18:1;O2/26:1	Cer(d18:1/26:1)_lp_b	Cer(d44:2)>Cer(d18:1/26:1)_feature2	Cer	44	2	Cer 18:1;O2/26:1	Sphingolipids	Ceramides	Cer	Lipids and Lipid related compounds	C44H85NO3	675.6529	5283569	C00195	RBWQERGGVBSKJY-BWFPRIDFSA-N	LMSP02010010	HMDB04954	84375	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
Cer(d44:3)>Cer(d18:2/26:1)_feature1	277	Cer(d44:3)>Cer(d18:2/26:1)_feature1	Cer(d18:1/26:1)_lp_a	Cer 18:1;O2/26:1	Cer(d18:1/26:1)_lp_a	Cer(d44:2)>Cer(d18:1/26:1)_feature1	Cer	44	3	Cer 18:2;O2/26:1	Sphingolipids	Ceramides	Cer	Lipids and Lipid related compounds	C44H85NO3	675.6529	5283569	C00195	RBWQERGGVBSKJY-BWFPRIDFSA-N	LMSP02010010	HMDB04954	84375	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
DG(32:0)>DG(16:0_16:0_0:0)_M+NH3_feature1	278	DG(32:0)>DG(16:0_16:0_0:0)_M+NH3_feature1	DG(16:0_16:0)_lp_a	DG 16:0/16:0	DG(16:0_16:0)_lp_a	DG(32:0)>DG(16:0_16:0_0:0)_M+NH3_feature1	DG	32	0	DG 16:0/16:0	Glycerolipids	Diradylglycerols	DAG	Lipids and Lipid related compounds	C35H68O5	568.5067	NA					NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
DG(32:0)>DG(16:0_16:0_0:0)_M+NH3_feature2	279	DG(32:0)>DG(16:0_16:0_0:0)_M+NH3_feature2	DG(16:0_16:0)_lp_b	DG 16:0/16:0	DG(16:0_16:0)_lp_b	DG(32:0)>DG(16:0_16:0_0:0)_feature2	DG	32	0	DG 16:0/16:0	Glycerolipids	Diradylglycerols	DAG	Lipids and Lipid related compounds	C35H68O5	568.5067	NA					NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
DG(32:1)>DG(16:0_16:1_0:0)_feature1	280	DG(32:1)>DG(16:0_16:1_0:0)_feature1	DG(16:0_16:1)	DG 16:0_16:1	DG(16:0_16:1)	DG(32:1)>DG(16:0_16:1_0:0)_feature1	DG	32	1	DG 16:0_16:1	Glycerolipids	Diradylglycerols	DAG	Lipids and Lipid related compounds	C35H66O5	566.491	NA	C00641				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
DG(34:1)>DG(16:0_18:1_0:0)_M+NH3_feature1	281	DG(34:1)>DG(16:0_18:1_0:0)_M+NH3_feature1	DG(16:0_18:1)_lp_a	DG 16:0_18:1	DG(16:0_18:1)_lp_a	DG(34:1)>DG(16:0_18:1_0:0)_M+NH3_feature1	DG	34	1	DG 16:0_18:1	Glycerolipids	Diradylglycerols	DAG	Lipids and Lipid related compounds	C37H70O5	594.5223	NA	C00641				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
DG(34:1)>DG(16:0_18:1_0:0)_M+NH3_feature2	282	DG(34:1)>DG(16:0_18:1_0:0)_M+NH3_feature2	DG(16:0_18:1)_lp_b	DG 16:0_18:1	DG(16:0_18:1)_lp_b	DG(34:1)>DG(16:0_18:1_0:0)_M+NH3_feature2	DG	34	1	DG 16:0_18:1	Glycerolipids	Diradylglycerols	DAG	Lipids and Lipid related compounds	C37H70O5	594.5223	NA	C00641				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
DG(35:4)_feature1	283	DG(35:4)_feature1	DG(35:4)	DG 35:4	DG(35:4)	DG(35:4)_feature1	DG	35	4	NA	Glycerolipids	Diradylglycerols	DAG	Lipids and Lipid related compounds	C38H66O5	602.491	NA	C00641				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
DG(36:1)>DG(18:0_18:1_0:0)_M+NH3_feature1	284	DG(36:1)>DG(18:0_18:1_0:0)_M+NH3_feature1	DG(18:0_18:1)_lp_a	DG 18:0_18:1	DG(18:0_18:1)_lp_a	DG(36:1)>DG(18:0_18:1_0:0)_M+NH3_feature1	DG	36	1	DG 18:0_18:1	Glycerolipids	Diradylglycerols	DAG	Lipids and Lipid related compounds	C39H74O5	622.5536	NA	C00641				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
DG(36:1)>DG(18:0_18:1_0:0)_feature2	285	DG(36:1)>DG(18:0_18:1_0:0)_feature2	DG(18:0_18:1)_lp_b	DG 18:0_18:1	DG(18:0_18:1)_lp_b	DG(36:1)>DG(18:0_18:1_0:0)_M+NH3_feature2	DG	36	1	DG 18:0_18:1	Glycerolipids	Diradylglycerols	DAG	Lipids and Lipid related compounds	C39H74O5	622.5536	NA	C00641				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
DG(36:2)>DG(18:0_18:2_0:0)_M+NH3_feature2	286	DG(36:2)>DG(18:0_18:2_0:0)_M+NH3_feature2	DG(18:0_18:2)_lp_b	DG 18:0_18:2	DG(18:0_18:2)_lp_b	DG(36:2)>DG(18:0_18:2_0:0)_M+NH3_feature2	DG	36	2	DG 18:0_18:2	Glycerolipids	Diradylglycerols	DAG	Lipids and Lipid related compounds	C39H72O5	620.538	NA	C00641				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
DG(36:2)>DG(18:1_18:1_0:0)_M+NH3_feature3	287	DG(36:2)>DG(18:1_18:1_0:0)_M+NH3_feature3	DG(18:1_18:1)_lp_c	DG 18:1_18:1	DG(18:1_18:1)_lp_c	DG(36:2)>DG(18:1_18:1_0:0)_M+NH3_feature3	DG	36	2	DG 18:1_18:1	Glycerolipids	Diradylglycerols	DAG	Lipids and Lipid related compounds	C39H72O5	620.538	NA	C00641				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
DG(36:3)>DG(18:1_18:2_0:0)_M+NH3_feature1	288	DG(36:3)>DG(18:1_18:2_0:0)_M+NH3_feature1	DG(18:1_18:2)_lp_a	DG 18:1_18:2	DG(18:1_18:2)_lp_a	DG(36:3)>DG(18:1_18:2_0:0)_M+NH3_feature1	DG	36	3	DG 18:1_18:2	Glycerolipids	Diradylglycerols	DAG	Lipids and Lipid related compounds	C39H70O5	618.5223	NA	C00641				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
DG(36:3)>DG(18:1_18:2_0:0)_M+NH3_feature2	289	DG(36:3)>DG(18:1_18:2_0:0)_M+NH3_feature2	DG(18:1_18:2)_lp_b	DG 18:1_18:2	DG(18:1_18:2)_lp_b	DG(36:3)>DG(18:1_18:2_0:0)_M+NH3_feature2	DG	36	3	DG 18:1_18:2	Glycerolipids	Diradylglycerols	DAG	Lipids and Lipid related compounds	C39H70O5	618.5223	NA	C00641				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
DG(36:4)>DG(16:0_20:4_0:0)_M+NH3_feature2	290	DG(36:4)>DG(16:0_20:4_0:0)_M+NH3_feature2	DG(16:0_20:4)_lp_b	DG 16:0_20:4	DG(16:0_20:4)_lp_b	DG(36:4)>DG(16:0_20:4_0:0)_M+NH3_feature2	DG	36	4	DG 16:0_20:4	Glycerolipids	Diradylglycerols	DAG	Lipids and Lipid related compounds	C39H68O5	616.5067	NA	C00641				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
DG(38:3)>DG(18:2_20:1_0:0)_feature2	291	DG(38:3)>DG(18:2_20:1_0:0)_feature2	DG(18:2_20:1_0:0)_lp_b	DG 18:2_20:1	DG(18:2_20:1_0:0)_lp_b	DG(38:3)>DG(18:2_20:1_0:0)_feature2	DG	38	3	DG 18:2_20:1	Glycerolipids	Diradylglycerols	DAG	Lipids and Lipid related compounds	C41H74O5	646.5536	NA	C00641				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
DG(38:4)>DG(16:0_22:4_0:0)_feature4	292	DG(38:4)>DG(16:0_22:4_0:0)_feature4	DG(38:4)_lp_d	DG 38:4	DG(38:4)_lp_d	DG(38:4)>DG(16:0_22:4_0:0)_M+NH3_feature4	DG	38	4	NA	Glycerolipids	Diradylglycerols	DAG	Lipids and Lipid related compounds	C41H72O5	644.538	NA	C00641				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
DG(38:4)>DG(18:0_20:4_0:0)_feature6	293	DG(38:4)>DG(18:0_20:4_0:0)_feature6	DG(18:0_20:4)_lp_f	DG 18:0_20:4	DG(18:0_20:4)_lp_f	DG(38:4)>DG(18:0_20:4_0:0)_feature6	DG	38	4	DG 18:0_20:4	Glycerolipids	Diradylglycerols	DAG	Lipids and Lipid related compounds	C41H72O5	644.538	NA	C00641				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
DG(38:5)>DG(18:1_20:4_0:0)_feature2	294	DG(38:5)>DG(18:1_20:4_0:0)_feature2	DG(18:1_20:4)_lp_b	DG 18:1_20:4	DG(18:1_20:4)_lp_b	DG(38:5)>DG(18:1_20:4_0:0)_feature2	DG	38	5	DG 18:1_20:4	Glycerolipids	Diradylglycerols	DAG	Lipids and Lipid related compounds	C41H70O5	642.5223	NA	C00641				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
DG(38:6)>DG(18:2_20:4_0:0)_feature1	295	DG(38:6)>DG(18:2_20:4_0:0)_feature1	DG(18:2_20:4_0:0)_lp_a	DG 18:2_20:4	DG(18:2_20:4_0:0)_lp_a	DG(38:6)>DG(18:2_20:4_0:0)_feature1	DG	38	6	DG 18:2_20:4	Glycerolipids	Diradylglycerols	DAG	Lipids and Lipid related compounds	C41H68O5	640.5067	NA	C00641				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
DG(40:4)>DG(18:0_22:4_0:0)_M+NH3_feature2	296	DG(40:4)>DG(18:0_22:4_0:0)_M+NH3_feature2	DG(18:0_22:4_0:0)_lp_b	DG 18:0_22:4	DG(18:0_22:4_0:0)_lp_b	DG(40:4)>DG(18:0_22:4_0:0)_M+NH3_feature2	DG	40	4	DG 18:0_22:4	Glycerolipids	Diradylglycerols	DAG	Lipids and Lipid related compounds	C43H76O5	672.5693	NA	C00641				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
DG(40:4)>DG(18:0_22:4_0:0)_M+NH3_feature3	297	DG(40:4)>DG(18:0_22:4_0:0)_M+NH3_feature3	DG(18:0_22:4)_lp_c	DG 18:0_22:4	DG(18:0_22:4)_lp_c	DG(40:4)>DG(18:0_22:4_0:0)_M+NH3_feature3	DG	40	4	DG 18:0_22:4	Glycerolipids	Diradylglycerols	DAG	Lipids and Lipid related compounds	C43H76O5	672.5693	NA	C00641				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
DG(40:6)>DG(18:0_22:6_0:0)_feature6	298	DG(40:6)>DG(18:0_22:6_0:0)_feature6	DG(18:0_22:6_0:0)_lp_f	DG 18:0_22:6	DG(18:0_22:6_0:0)_lp_f	DG(40:6)>DG(18:0_22:6_0:0)_feature6	DG	40	6	DG 18:0_22:6	Glycerolipids	Diradylglycerols	DAG	Lipids and Lipid related compounds	C43H72O5	668.538	NA	C00641				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
DG(40:7)>DG(18:1_22:6_0:0)_M+NH3_feature3	299	DG(40:7)>DG(18:1_22:6_0:0)_M+NH3_feature3	DG(18:1_22:6)_lp_c	DG 18:1_22:6	DG(18:1_22:6)_lp_c	DG(40:7)>DG(18:1_22:6_0:0)_M+NH3_feature3	DG	40	7	DG 18:1_22:6	Glycerolipids	Diradylglycerols	DAG	Lipids and Lipid related compounds	C43H70O5	666.5223	NA	C00641				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
EA(15:0)_feature1	300	EA(15:0)_feature1	EA(15:0)	Pentadecanoyl-EA	EA(15:0)	EA(15:0)_feature1	NAE	15	0	NA	Fatty Acyls	Fatty amides	NAE	Lipids and Lipid related compounds	C17H35NO2	285.2668	14455157		UHPXXKLAACDXGS-UHFFFAOYSA-N	LMFA08040045		NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
EA(17:0)_feature1	301	EA(17:0)_feature1	EA(17:0)	Margaroyl-EA	EA(17:0)	EA(17:0)_feature1	NAE	17	0	NA	Fatty Acyls	Fatty amides	NAE	Lipids and Lipid related compounds	C19H39NO2	313.2981	14455158		GCCFMSAXQJECNH-UHFFFAOYSA-N	LMFA08040049		NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
EA(18:0)_feature1	302	EA(18:0)_feature1	Stearoyl-EA	Stearoyl-EA	Stearoyl-EA	EA(18:0)_feature1	NAE	18	0	NA	Fatty Acyls	Fatty amides	NAE	Lipids and Lipid related compounds	C20H41NO2	327.3137	27902		OTGQIQQTPXJQRG-UHFFFAOYSA-N	LMFA08040051	HMDB0013078	85299	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
EA(22:0)_feature1	303	EA(22:0)_feature1	Behenoyl-EA	Behenoyl-EA	Behenoyl-EA	EA(22:0)_feature1	NAE	22	0	NA	Fatty Acyls	Fatty amides	NAE	Lipids and Lipid related compounds	C24H49NO2	383.3763	3023585		XHFWUECSNJWBJU-UHFFFAOYSA-N	LMFA08040052		146186	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
Hex2Cer(d42:1)>Hex2Cer(d18:1/24:0)_feature1	304	Hex2Cer(d42:1)>Hex2Cer(d18:1/24:0)_feature1	Hex2Cer(d18:1/24:0)	Hex2Cer 18:1;O2/24:0	Hex2Cer(d18:1/24:0)	Hex2Cer(d42:1)>Hex2Cer(d18:1/24:0)_feature1	Hex2Cer	42	1	Hex2Cer 18:1;O2/24:0	Sphingolipids	Glycosphingolipids	Hex2Cer	Lipids and Lipid related compounds	C54H103NO13	973.7429	NA	C01290				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
HexCer(d40:1)>HexCer(d18:1/22:0)_feature3	305	HexCer(d40:1)>HexCer(d18:1/22:0)_feature3	HexCer(d18:1/22:0)_lp_c	HexCer 18:1;O2/22:0	HexCer(d18:1/22:0)_lp_c	HexCer(d40:1)>HexCer(d18:1/22:0)_feature3	HexCer	40	1	HexCer 18:1;O2/22:0	Sphingolipids	Glycosphingolipids	HexCer	Lipids and Lipid related compounds	C46H89NO8	783.6588	NA	C01190				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
HexCer(d40:1)>HexCer(d18:1_22:0)_feature2	306	HexCer(d40:1)>HexCer(d18:1_22:0)_feature2	HexCer(d18:1_22:0)_lp_b	HexCer 18:1;O2/22:0	HexCer(d18:1_22:0)_lp_b	HexCer(d40:1)>HexCer(d18:1_22:0)_feature2	HexCer	40	1	HexCer 18:1;O2/22:0	Sphingolipids	Glycosphingolipids	HexCer	Lipids and Lipid related compounds	C46H89NO8	783.6588	NA	C01190				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
HexCer(d40:1-OH)>HexCer(d18:1/22:0-OH)_feature2	307	HexCer(d40:1-OH)>HexCer(d18:1/22:0-OH)_feature2	HexCer(d18:1/22:0-OH)_lp_b	HexCer 18:1;O2/22:0;O	HexCer(d18:1/22:0-OH)_lp_b	HexCer(d40:1-OH)>HexCer(d18:1/22:0-OH)_feature2	HexCer	40	1	HexCer 18:1;O2/22:0;O	Sphingolipids	Glycosphingolipids	HexCer	Lipids and Lipid related compounds	C46H89NO9	799.6537	NA	C01190				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
HexCer(d40:2)>HexCer(d18:1/22:1)_feature3	308	HexCer(d40:2)>HexCer(d18:1/22:1)_feature3	HexCer(d18:1/22:1)_lp_c	HexCer 18:1;O2/22:1	HexCer(d18:1/22:1)_lp_c	HexCer(d40:2)>HexCer(d18:1/22:1)_feature3	HexCer	40	2	HexCer 18:1;O2/22:1	Sphingolipids	Glycosphingolipids	HexCer	Lipids and Lipid related compounds	C46H87NO8	781.6432	NA	C01190				NA	0	Lipids	Lipids and Lipid related compounds	NB	Lipids and Lipid related compounds	Lipids		NA	metab-u-lrppos
